What Elmer A. Sperry invented?, ,Text,Single,Hard,Inventions ,Hydroplane;Hydraulic turbine;Magnetic compass;Gyrocompass;,D
What furniture item was invented by California furniture designer Charles Prior Hall in 1968?, ,Text,Single,Hard,Inventions ,Sofa bed;Captain's chair;Waterbed;Hammock;,C
The Manhattan Project was started by President Roosevelt in 1942 to ensure that the U.S. beat the Germans in developing a nuclear bomb. Whom did Roosevelt appoint as scientific head the Manhattan Project?, ,Text,Single,Hard,Inventions ,Robert Oppenheimer;James B. Conant;Leslie R. Groves;Vannevar Bush;,A
When was the first lawn mower invented?, ,Text,Single,Hard,Inventions ,1830;1854;1835;1849;,A
In which decade were the first successful diode and triode vacuum tubes invented?, ,Text,Single,Hard,Inventions ,1800s;1880s;1890s;1900s;,D
Who is the English physicist responsible for the 'Big Bang Theory'?, ,Text,Single,Hard,Inventions ,Albert Einstein;Michael Skube;George Gamow;Roger Penrose;,C
What 'game' was first produced by the Southern Novelty Company in Baltimore, Maryland in 1892?, ,Text,Single,Hard,Inventions ,Frisbee;Monopoly;Ouija board;Ping Pong;,C
Who had an explosive idea and first patented DYNAMITE?, ,Text,Single,Hard,Inventions ,J. R. Gluber;A. Nobel;G. Fawks;W. Bickford;,B
Who invented the Spinning Jenny?, ,Text,Single,Hard,Inventions ,Thornton Hargreaves;Peter Hargreaves;James Hargreaves;Simon Hargreaves;,C
The initials JCB on earth-moving equipment are those of the founder of the company that makes it. What is his name?, ,Text,Single,Hard,Inventions ,John Christopher Ballantyne;Joseph Cyril Bamford;John Christopher Baxter;Jack Croxford Baker;,B
What treat was invented by 11-year-old Frank Epperson in 1905?, ,Text,Single,Hard,Inventions ,Popsicle;Banana split;Cotton candy;Cracker Jacks;,A
When was Milk Tray first introduced?, ,Text,Single,Hard,Inventions ,1915;1934;1923;1942;,A
When was the toothbrush invented?, ,Text,Single,Hard,Inventions ,1770;1765;1790;1742;,A
What item of apparel was invented by Ellery Chun, a Hawaiian clothing merchant, in 1931?, ,Text,Single,Hard,Inventions ,String bikini;Muumuu;Aloha shirt;Capri pants;,C
Who invented Fountain Pen?, ,Text,Single,Hard,Inventions ,John J. Loud;Sir Frank Whittle;Lewis E. Waterman;Kirkpatrick Macmillan;,C
Which insurance salesman invented the fountain pen in 1884?, ,Text,Single,Hard,Inventions ,Lewis Edson Waterman;Sir William Grove;Charles Kettering;George Fountain;,A
When was the first elevator built?, ,Text,Single,Hard,Inventions ,1743;1739;1760;1785;,A
What charge card, developed in 1950, was the first to be accepted nationally in the US?, ,Text,Single,Hard,Inventions ,Visa;Discover;MasterCharge;Diner's Club;,D
What Enrico Fermi invented?, ,Text,Single,Hard,Inventions ,X ray machine;Betatron;Cyclotron;Nuclear reactor;,D
Which of the following was first patented by an Australian in 1889?, ,Text,Single,Hard,Inventions ,Electric Drill;Electric Shaver;Electric Fence;Electric Heater;,A
Who among the following invented the small pox vaccine?, ,Text,Single,Hard,Inventions ,Robert Koch;Edward Jenner;Robert Hooke;Louis Pasteur;,B
What George Westinghouse invented?, ,Text,Single,Hard,Inventions ,Light bulb;Electric razor;Refrigerator;Railway air brakes;,D
Who is the only U.S. President to invent and patent something?, ,Text,Single,Hard,Inventions ,Abraham Lincoln;Theodore Roosevelt;Thomas Jefferson;Rutherford B. Hayes;,A
What invention is credited to the Russian born American inventor Vladimir Kosma Zworykin?, ,Text,Single,Hard,Inventions ,Telegraph;Radio;Television;Dishwasher;,C
Benjamin Franklin was a prolific inventor. He invented the lightning rod, the Franklin stove, studied electricity, discovered the Gulf Stream, started the first library, and on and on. Among his many other inventions, what musical instrument did he invent?, ,Text,Single,Hard,Inventions ,Banjo;Oboe;Clarinet;Harmonium;,D
What Thomas Davenport invented?, ,Text,Single,Hard,Inventions ,Screw propellor;Electric streetcar;Chesterfield;Sleeping (railway) car;,B
What Elisha Otis invented?, ,Text,Single,Hard,Inventions ,The brake used in modern elevators;Jet Engine;Turbine;Hydraulic Crane;,A
Where was the yo-yo invented?, ,Text,Single,Hard,Inventions ,France;United States;Philippines;England;,C
For what does the world owe Almon Strowger a debt of gratitude?, ,Text,Single,Hard,Inventions ,Parking Meters;Vending Machines;Automatic Telephone Exchanges;Traffic Lights;,C
Who is often called the 'first African-American' inventor?, ,Text,Single,Hard,Inventions ,Bessie Blount;George Washington Carver;Benjamin Banneker;Elijah McCoy;,C
The first hand glider was designed by...?, ,Text,Single,Hard,Inventions ,Leonardo DaVinci;The Wright brothers;Francis Rogallo;Galileo;,A
In which decade was the telegraph invented?, ,Text,Single,Hard,Inventions ,1810s;1840s;1870s;1890s;,B
What inspired reflecting road lights to be invented?, ,Text,Single,Hard,Inventions ,Car door reflecting mirrors;The light a cat's eyes gave off on a fence;Sun light on steel posts on road sides;The sun light on the windshield;,B
When were blue jeans invented?, ,Text,Single,Hard,Inventions ,1900s;1860s;1870s;1850s;,D
Who invented Electric Generator?, ,Text,Single,Hard,Inventions ,Sir Alexander Graham Bell;Michael Faraday;Alfred B. Nobel;Thomas Alva Edison;,B
What device for new parents did Ann Moore invent in 1969?, ,Text,Single,Hard,Inventions ,Bottle warmer;Baby monitor;Disposable diaper;Infant carrier;,D
In which decade was the transistor invented?, ,Text,Single,Hard,Inventions ,1940s;1950s;1960s;1980s;,A
What Igor Sikorsky invented?, ,Text,Single,Hard,Inventions ,Hydroplane;Jet engine airplane;Helicopter;Glider;,C
What Henry Bessemer invented?, ,Text,Single,Hard,Inventions ,Aluminum;Electroplating;Steel Converter;Steel rolling mill;,C
What African-American inventor received 5 patents in the field of shoemaking?, ,Text,Single,Hard,Inventions ,Elijah McCoy;Jan Ernst Matzeliger;Ernest Just;Lewis Latimer;,B
It travels over land and water. Who invented the HOVERCRAFT?, ,Text,Single,Hard,Inventions ,S. Sperrow;O. Stricheg;T. Henman;C. Cockerell;,D
In which decade was the AEEE (now the IEEE) founded?, ,Text,Single,Hard,Inventions ,1850s;1880s;1930s;1950s;,B
What type of system did Paul Nipkow, John Baird, and Charles Jenkins all invent?, ,Text,Single,Hard,Inventions ,Telephone;Early Warning;Electricity;Television;,D
What Sir Isaac Newton invented?, ,Text,Single,Hard,Inventions ,Reflecting telescope;Chronometer;Microscope;Spectacles;,A
Who invented Bicycle?, ,Text,Single,Hard,Inventions ,Leo H Baekeland;Karl Benz;Evangelista Torricelli;Kirkpatrick Macmillan;,D
In which decade with the first transatlantic radio broadcast occur?, ,Text,Single,Hard,Inventions ,1850s;1860s;1870s;1900s;,D
In the 1700s, who would pay the postage fee for letters before the stamp was invented?, ,Text,Single,Hard,Inventions ,The sender;There was no fee;The receiver of the letter;The post office;,C
Who synthesized the first wholly artificial gene?, ,Text,Single,Hard,Inventions ,Hargobind Khorana;J.J. Thompson;Benjamin Franklin;Meghnad Saha;,A
FROZEN FOOD - Who discovered the first practical method of freezing food?, ,Text,Single,Hard,Inventions ,C. Birdseye;F. Rozenosh;G. Findus;R. Scott;,A
When was the Raggedy Ann doll patented?, ,Text,Single,Hard,Inventions ,1915;1920;1919;1911;,A
What Frank Whittle invented?, ,Text,Single,Hard,Inventions ,Radar;Ethyl gasoline;Sonar;Jet propulsion;,D
When was the first Lionel trains manufactured?, ,Text,Single,Hard,Inventions ,1920;1890;1901;1944;,C
What item, originally called the 'Whirlwind', was invented by Ives McGaffey in 1869?, ,Text,Single,Hard,Inventions ,Blender;Electric mixer;Washing machine;Vacuum cleaner;,D
What office item was invented by Bette Nesmith Graham in 1951?, ,Text,Single,Hard,Inventions ,Fax machine;Stapler;Liquid Paper;Copy machine;,C
What George Pullman invented?, ,Text,Single,Hard,Inventions ,Sleeping (railway) car;Airship;Box car (railway);Air brakes;,A
What James Watt invented?, ,Text,Single,Hard,Inventions ,Diving bell;Steam boat;Hot air balloon;Rotary steam engine;,D
Where is the village of Branston, after which the famous pickle is named?, ,Text,Single,Hard,Inventions ,Yorkshire;Lancashire;Staffordshire;Norfolk;,C
Who invented Jet Engine?, ,Text,Single,Hard,Inventions ,Sir Frank Whittle;Gottlieb Daimler;Roger Bacon;Lewis E. Waterman;,A
What invention caused many deaths while testing it?, ,Text,Single,Hard,Inventions ,Dynamite;Ladders;Race cars;Parachute;,D
Who invented Gunpowder?, ,Text,Single,Hard,Inventions ,G. Ferdinand Von Zeppelin;Sir Frank Whittle;Roger Bacon;Leo H Baekeland;,C
Until Victorian times, chocolate was thought of as a drink. When did the first chocolate bar appear?, ,Text,Single,Hard,Inventions ,1828;1831;1825;There is no sure date;,D
In which decade was the telephone invented?, ,Text,Single,Hard,Inventions ,1850s;1860s;1870s;1880s;,C
Who perfected GENETIC ENGINEERING?, ,Text,Single,Hard,Inventions ,Cohen & Boyer;Hunt & Davids;Sinclair & Roberts;Jaysson & Simons;,A
Who invented Bakelite?, ,Text,Single,Hard,Inventions ,Charles Goodyear;Leo Hendrik Baekeland;Roy Plunkett;Henry Ford;,B
What toy was invented by Joshua Lionel Cowen around 1900?, ,Text,Single,Hard,Inventions ,Raggedy Ann doll;Yo-yo;Electric train;Tinkertoys;,C
This African-American woman physical therapist worked with soldiers disabled in World War II. She invented a device that helped the disabled to eat by delivering food through a tube to a mouthpiece., ,Text,Single,Hard,Inventions ,Bessie Blount;Marjorie Joyner;Mae Jamison;Beulah Henry;,A
What invention by Garnet Carter made its debut at the Fairyland Inn Resort in Lookout Mountain, Tennessee, in 1927?, ,Text,Single,Hard,Inventions ,Miniature golf;Swimming pool slide;Ski lift;Golf cart;,A
Who invented the phonograph?, ,Text,Single,Hard,Inventions ,Thomas Edison;John Kruesi;Jules Levy;Alexander Graham Bell;,B
What beverage was invented by Charles Alderton in 1885 in Waco, Texas?, ,Text,Single,Hard,Inventions ,Cream soda;Coca-Cola;Dr. Pepper;Sprite;,C
Who invented fuel cells in 1839?, ,Text,Single,Hard,Inventions ,Buckminster Fuller;Sir William Grove;Sylvester Graham;Joyce Hall;,B
The ELECTRIC BATTERY, who's charged with inventing this one?, ,Text,Single,Hard,Inventions ,Hertz;Amper;Galvani;Volta;,D
What now-ubiquitous device was invented by Zenith engineer Eugene Polley in 1955?, ,Text,Single,Hard,Inventions ,Microwave oven;Remote control;VCR;Calculator;,B
What Benjamin Franklin invented?, ,Text,Single,Hard,Inventions ,Bifocal spectacles;Radio;Barometer;Hygrometer;,A
This part-time race car driver invented the bucket seat in 1969. Who was he??, ,Text,Single,Hard,Inventions ,Steve McQueen;Harrison Frazier;Paul Newman;John Wayne;,A
What plaything was invented by Joe McVicker in 1956?, ,Text,Single,Hard,Inventions ,Silly Putty;Etch-A-Sketch;Lite-Brite;Play-Doh;,D
Who was the first American female to patent her invention, a method of weaving straw with silk?, ,Text,Single,Hard,Inventions ,Marjorie Joyner;Margaret Knight;Amanda Jones;Mary Kies;,D
Who invented Gramophone?, ,Text,Single,Hard,Inventions ,Michael Faraday;Fahrenheit;Sir Alexander Graham Bell;Thomas Alva Edison;,D
Who invented Internal Combustion Engine?, ,Text,Single,Hard,Inventions ,Roger Bacon;Karl Benz;Dr. Alan M. Turing;Otto;,D
When was Monopoly created?, ,Text,Single,Hard,Inventions ,1940s;1930s;1920s;1950s;,B
In which decade was the ARRL founded?, ,Text,Single,Hard,Inventions ,1940s;1930s;1920s;1910s;,D
Who invented the Seed Drill?, ,Text,Single,Hard,Inventions ,Jethro Tull;Arlo Guthrie;Woodie Guthrie;Thomas Hines;,A
What drink was invented by Charles Leiper Grigg in 1929?, ,Text,Single,Hard,Inventions ,7-Up;Yoo-Hoo;Pepsi;Hawaiian Punch;,A
For what is Charles Babbage (1792-1871) remembered?, ,Text,Single,Hard,Inventions ,Computers;Telescopes;Radio-Telegraphy;Steam Boating;,A
Who invented Automobiles using gasoline?, ,Text,Single,Hard,Inventions ,Leo H Baekeland;Karl Benz;Evangelista Torricelli;Kirkpatrick Macmillan;,B
Who invented the battery?, ,Text,Single,Hard,Inventions ,John Wilkinson;Alessandro Volta;James Hargreaves;Thomas Edison;,B
Where were wigs first invented?, ,Text,Single,Hard,Inventions ,Japan;France;Egypt;China;,C
Who was the first person to patent the JET ENGINE?, ,Text,Single,Hard,Inventions ,F. Whittle;C. Lindbergh;W. Histell;B. Owings;,A
For over 500 years, paper was only available and sold as single sheets. In 1902, an inventive Australian used half size sheets of paper, a bit of glue and cardboard to create the what?, ,Text,Single,Hard,Inventions ,Notepad;Calendar;Notice Board;Telephone Book;,A
Who developed the idea of Crop Rotation?, ,Text,Single,Hard,Inventions ,Potato Peterson;Turnip Townsend;Cabbage Carlson;Swede Svenson;,B
CORN FLAKES - Who made them first?, ,Text,Single,Hard,Inventions ,Nabisco;Kellogg;Quaker;Archers;,B
William Frederick is credited with the invention of the modern frisbee in the mid 1950's. In 1957 the Wham-O Company bought his idea and the rest is history. They named the toy after William Frisbie who was a ________?, ,Text,Single,Hard,Inventions ,Pie maker;Owner of a pizza parlor;Student at Yale;Ceramic plate designer;,A
Who came up with the idea for INSTANT MASHED POTATO?, ,Text,Single,Hard,Inventions ,S. Tuberosum;W. Raleigh;E. Asselbergs;K. Edwards;,C
Who invented Dynamite?, ,Text,Single,Hard,Inventions ,Sir Alexander Graham Bell;Benjamin Franklin;Thomas Alva Edison;Alfred B. Nobel;,D
What toy did George Lerner create for Hasbro company in 1952?, ,Text,Single,Hard,Inventions ,Sit and Spin;Talking baby doll;Mr. Potato Head;Hula hoop;,C
For whom high heeled shoes were invented?, ,Text,Single,Hard,Inventions ,Cleopatra;Queen Elizabeth I;King Louis the XIV;King Charles II;,C
In an atomic nucleus, neutrons and protons are held together by, ,Text,Single,Hard,General Science Nuclear Science ,gravitational forces;exchange forces;coulombic forces;magnetic forces;,B
'No two electrons in an atom can have the same set of four quantum numbers' is, ,Text,Single,Hard,General Science Nuclear Science ,Newton's law;Bohr's law;Aufbau principle;Pauli's exclusion principle;,D
According to Avogadro's Hypothesis, the smallest particle of an element or a compound, that can exist independently, is called ____ ., ,Text,Single,Hard,General Science Nuclear Science ,a molecule;a cation;an anion;an atom;,A
Atoms of an element differ from those of all other elements in, ,Text,Single,Hard,General Science Nuclear Science ,atomic number and electronic configuration;number of neutrons and number of valence electrons;atomic number and number of valence electrons;number of neutrons and electronic configuration;,A
Nuclear fission is caused by the impact of, ,Text,Single,Hard,General Science Nuclear Science ,neutron;proton;deuteron;electron;,A
Which of the following has a least penetrating power?, ,Text,Single,Hard,General Science Nuclear Science ,All have same penetrating power;Beta Particles;Alpha particles;Gamma rays;,C
The isotope of uranium capable of sustaining chain reaction is, ,Text,Single,Hard,General Science Nuclear Science ,U-235;U-245;U-239;U-238;,A
The age of most ancient geological formations is estimated by, ,Text,Single,Hard,General Science Nuclear Science ,Ra - Si method;Potassium - argon method;C method;Uranium - lead method;,D
Who suggested that most of the mass of the atom is located in the nucleus?, ,Text,Single,Hard,General Science Nuclear Science ,Thompson;Bohr;Rutherford;Einstein;,C
The dark lines in the solar spectrum are due to, ,Text,Single,Hard,General Science Nuclear Science ,absorption of corresponding wavelengths by the outer layers of the sun;destructive interference between waves of certain definite wavelengths;absorption of corresponding wavelengths by the prism used in the photograph;absence of corresponding wavelengths from the light emitted by the core of the sun;,A
The wavelength of X-rays is of the order of, ,Text,Single,Hard,General Science Nuclear Science ,10 micron;1 angstrom;1 cm;1 m;,B
Mesons are found in, ,Text,Single,Hard,General Science Nuclear Science ,Laser beam;X-rays;Gamma rays;Cosmic rays;,D
Which radioactive pollutant has recently drawn to public, due to its occurrence in the building material?, ,Text,Single,Hard,General Science Nuclear Science ,Thorium;Radium;Plutonium;Radan;,A
Which of the following shows the masses of the three elementary particles in decreasing order?, ,Text,Single,Hard,General Science Nuclear Science ,Leptons, Baryons, Mesons;Mesons, Baryons, Leptons;Baryons, Mesons, Leptons;Leptons, Mesons Baryons;,C
What is the wavelength of visible spectrum?, ,Text,Single,Hard,General Science Nuclear Science ,8500 - 9800 angstrom;7800 - 8000 angstrom;3900 - 7600 angstrom;1300 - 3000 angstrom;,C
The major ingredient of leather is, ,Text,Single,Hard,General Science Synthetic Materials ,collagen;carbohydrate;polymer;nucleic acid;,A
What are the soaps?, ,Text,Single,Hard,General Science Synthetic Materials ,Salts of silicates;Mixture of glycerol and alcohols;Sodium or potassium salts of heavier fatty acids;Esters of heavy fatty acids;,C
How does common salt help in separating soap from the solution after saponification?, ,Text,Single,Hard,General Science Synthetic Materials ,By decreasing density of Soap;By decreasing solubility of Soap;By increasing density of Soap;By increasing solubility of Soap;,B
In vulcanisation, natural rubber is heated with, ,Text,Single,Hard,General Science Synthetic Materials ,Carbon;Silicon;Sulphur;Phosphorous;,C
Deep blue colour is imparted to glass by the presence of, ,Text,Single,Hard,General Science Synthetic Materials ,cupric oxide;nickel oxide;cobalt oxide;iron oxide;,C
Which of the following is used for removing air bubbles from glass during its manufacture?, ,Text,Single,Hard,General Science Synthetic Materials ,Arsenous oxide;Potassium carbonate;Soda ash;Feldspar;,A
Which of the following is a protein?, ,Text,Single,Hard,General Science Synthetic Materials ,Natural rubber;Starch;Cellulose;None of these;,A
Wood is the main raw material for the manufacture of, ,Text,Single,Hard,General Science Synthetic Materials ,paint;paper;ink;gun powder;,B
Rayon is chemically, ,Text,Single,Hard,General Science Synthetic Materials ,cellulose;pectin;glucose;amylase;,A
Optic fibres are mainly used for which of the following?, ,Text,Single,Hard,General Science Synthetic Materials ,Musical instruments;Food industry;Weaving;Communication;,D
